,depression,anxiety,stress,narcissism,machiavelism,psychoticism,sadism,neuroticism,extraversion,openness,agreeableness,conscientiousness,age,sex,ethnicity simplified,student status,employment status
1,1.2402823910572833,1.0778548156773364,0.5051216053163168,1.5045589712898724,0.254086914825725,-0.20141633912118614,0.019337592235695783,-0.20124424283534403,0.6487830807332411,0.24552877599239298,-0.0235331381268186,-0.042944525399460365,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
2,1.0735635207343346,1.1551941753043067,0.2661938817760071,0.7912635069915637,0.5618259693375899,1.3125335538239393,0.8695139475579607,0.5687426898436572,0.44347481612210155,-0.9359119133092703,-1.1759106558071517,-1.0431623361577966,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
3,-0.5807223955810951,-0.2631073663752771,-0.5557986777009369,-0.26693804904365587,-0.6916442215645429,-0.6907656220943668,-0.20777817923043373,-0.1923704233757952,-1.7586248601118577,-0.6614584291262324,-0.31643068891047377,-0.4817769151054755,29,Female,Black,DATA_EXPIRED,DATA_EXPIRED
4,3.0320631034603633,1.9872035558773273,1.9417378752430516,0.4154906348522967,0.8558789007396306,2.1866752037035866,1.104521647053717,1.4630829281511448,-1.8731478787449274,1.8180786264569633,0.6554382868489531,0.03980377231195692,37,Male,White,No,Full-Time
5,1.2177012923823494,-0.773794562193218,0.10448369562642135,-2.3359474188297202,-1.9891032087725915,-0.7331868490991514,-1.5749592440538276,0.6910419165779993,-1.0482809720774295,-0.6263207547993128,0.19355910731392797,-0.7708157050428462,33,Female,White,No,Full-Time
6,0.8276366668647807,-0.18592387056656484,0.7276353585707411,-0.3326518325259931,1.589285953646282,1.8666312227114128,1.717251987422445,1.06613662758583,0.15570020509939014,-0.6494958740940548,1.503638173251924,0.1416221930253574,28,Male,White,No,Full-Time
7,0.02762800118718141,0.1820340309370566,0.49787115690449113,0.8069721034953107,1.6535633592476122,0.5677726426808096,0.06812771168764992,0.2272000464044509,1.214401725316834,0.7148911930793769,-0.21279748469769527,-0.7874511862782707,31,Female,White,No,Full-Time
8,-0.6257958743435473,-1.8068672392617375,-0.3333113355232688,0.40842254157427016,0.3520141597472161,0.8371830370687047,1.5534802410753392,-0.0646687396133411,0.05043997469091474,-1.302898416253735,-1.0083009362737148,-0.3169366236329434,34,Male,Black,DATA_EXPIRED,Full-Time
9,0.6332407766521749,1.1402291846629085,0.4209465077589175,-0.3091414110383539,0.6344338886272055,0.21928287782178194,0.04228993026901397,0.7408490804432024,-1.4200468912265791,-0.253064133652424,-1.4317047788956088,-0.821746703829382,30,Female,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
10,-0.2667888165880724,-1.6762121676819246,0.18790692821327198,0.6083359109900512,0.29372864352201966,0.44199315613072665,0.7799329104355147,-0.09459233278271528,0.6700088644772247,-0.12411402833475019,-0.9275990343316212,0.08038302156254468,27,Male,Mixed,Yes,Full-Time
